name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine_cc,max_power_bhp,seats,selling_price,max_torque,at_rpm
Hyundai i20 1.4 CRDi Magna,Hyundai,Hyundai i20 1.4,2017,25471,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 ,90 ,5.0,675000,22.4 kgm ,t 1750-2750rpm
Tata Tiago XT,Tata,Tata Tiago XT,2019,33928,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 ,84.48 ,5.0,490000,113Nm, 3300rpm
Mahindra TUV 300 T4 Plus,Mahindra,Mahindra TUV 300,2018,59736,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 ,100 ,7.0,775000,240Nm, 1600-2800rpm
Honda City 1.5 V MT,Honda,Honda City 1.5,2009,54290,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1497 ,118 ,5.0,350000,146Nm ,t 4800 rpm
Honda Brio S MT,Honda,Honda Brio S,2016,2118,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 ,86.8 ,5.0,475000,109Nm, 4500rpm
Mahindra Scorpio S4 7 Seater,Mahindra,Mahindra Scorpio S4,2017,61379,Diesel,Dealer,Manual,First Owner,15.4 kmpl,2179 ,120 ,7.0,950000,280Nm, 1800-2800rpm
Honda City i-VTEC S,Honda,Honda City i-VTEC,2010,58544,Petrol,Dealer,Manual,Second Owner,17.4 kmpl,1497 ,117.3 ,5.0,350000,145Nm, 4600rpm
Maruti Wagon R VXI,Maruti,Maruti Wagon R,2016,74381,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 ,67.05 ,5.0,400000,90Nm, 3500rpm
Maruti 800 DX 5 Speed,Maruti,Maruti 800 DX,2001,35000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 ,37 ,4.0,75000,59Nm, 2500rpm
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Ford Ecosport 1.5,2017,63982,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 ,89.84 ,5.0,850000,204Nm, 2000-2750rpm
Maruti Wagon R VXI,Maruti,Maruti Wagon R,2008,65000,Petrol,Dealer,Manual,Second Owner,18.9 kmpl,998 ,67.1 ,5.0,175000,90Nm, 3500rpm
Mahindra Bolero 2011-2019 SLE,Mahindra,Mahindra Bolero 2011-2019,2014,74000,Diesel,Dealer,Manual,First Owner,15.96 kmpl,2523 ,62.1 ,7.0,570000,195Nm, 1400-2200rpm
Renault Duster 110PS Diesel RxZ,Renault,Renault Duster 110PS,2013,56429,Diesel,Dealer,Manual,Second Owner,19.01 kmpl,1461 ,108.45 ,5.0,525000,248Nm, 2250rpm
Hyundai i10 Magna 1.2 iTech SE,Hyundai,Hyundai i10 Magna,2012,56000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 ,78.9 ,5.0,270000,111.7Nm, 4000rpm
Hyundai Santro Magna,Hyundai,Hyundai Santro Magna,2019,19500,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 ,68.07 ,5.0,434999,99.07Nm, 4500rpm
Hyundai i20 Asta Option 1.2,Hyundai,Hyundai i20 Asta,2015,30000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,495000,114.7Nm, 4000rpm
Hyundai i20 Asta Option 1.4 CRDi,Hyundai,Hyundai i20 Asta,2016,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,575000,219.7Nm, 1500-2750rpm
Hyundai Xcent 1.2 VTVT S,Hyundai,Hyundai Xcent 1.2,2017,5000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 ,81.86 ,5.0,600000,113.75nm, 4000rpm
Hyundai Verna 1.6 VTVT S Option,Hyundai,Hyundai Verna 1.6,2015,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 ,121.4 ,5.0,700000,154.9Nm, 4200rpm
Honda City i DTec V,Honda,Honda City i,2014,72000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 ,98.6 ,5.0,560000,200Nm, 1750rpm
Maruti Swift VDI BSIV W ABS,Maruti,Maruti Swift VDI,2016,72000,Diesel,Dealer,Manual,First Owner,,,,,565000,,
Mahindra Bolero DI AC BSIII,Mahindra,Mahindra Bolero DI,2005,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 ,63 ,7.0,250000,180 Nm ,t 1440-1500rpm
Skoda Rapid 1.6 MPI Ambition Plus,Skoda,Skoda Rapid 1.6,2013,29000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1598 ,103.5 ,5.0,409999,153Nm, 3800rpm
Nissan Terrano XL D Option,Nissan,Nissan Terrano XL,2016,56832,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 ,83.14 ,5.0,495000,200Nm, 1750rpm
Hyundai Elite i20 Petrol Asta,Hyundai,Hyundai Elite i20,2014,30528,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 ,81.86 ,5.0,470000,114.73nm, 4000rpm
Honda Amaze S Diesel,Honda,Honda Amaze S,2013,65285,Diesel,Dealer,Manual,First Owner,24.7 kmpl,1498 ,98.63 ,5.0,350000,200Nm, 1750rpm
Toyota Innova Crysta 2.4 G MT 8 STR,Toyota,Toyota Innova Crysta,2020,20102,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 ,147.51 ,8.0,1560000,343Nm, 1400-2800rpm
Honda Jazz 1.2 S i VTEC,Honda,Honda Jazz 1.2,2015,43000,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 ,88.7 ,5.0,480000,110Nm, 4800rpm
Toyota Etios Liva 1.4 GD,Toyota,Toyota Etios Liva,2013,52380,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 ,67.04 ,5.0,270000,170Nm, 1800-2400rpm
Mahindra Bolero B2,Mahindra,Mahindra Bolero B2,2018,74250,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 ,74.96 ,7.0,660000,210nm, 1600-2200rpm
Maruti Ignis 1.2 AMT Alpha BSIV,Maruti,Maruti Ignis 1.2,2017,57247,Petrol,Dealer,Automatic,First Owner,20.89 kmpl,1197 ,81.80 ,5.0,490000,113Nm, 4200rpm
Maruti Vitara Brezza ZDi Plus,Maruti,Maruti Vitara Brezza,2017,52000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,800000,200Nm, 1750rpm
Nissan Sunny XV,Nissan,Nissan Sunny XV,2011,47000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 ,97.7 ,5.0,350000,134Nm, 4000rpm
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Ford Fiesta EXi,2011,80000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 ,68 ,5.0,170000,16.3," 2,000(kgm@ rpm)"
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Tata Indica Vista,2011,85000,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 ,75 ,5.0,125000,190 Nm ,t 1750  rpm 
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2012,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 ,73.9 ,5.0,400000,190Nm, 2000rpm
Nissan Sunny XV,Nissan,Nissan Sunny XV,2011,110000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 ,97.7 ,5.0,250000,134Nm, 4000rpm
Fiat Linea Emotion (Diesel),Fiat,Fiat Linea Emotion,2010,178000,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1248 ,91.7 ,5.0,190000,209Nm, 2000rpm
Maruti Alto LX,Maruti,Maruti Alto LX,2010,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 ,46.3 ,5.0,125000,62Nm, 3000rpm
Jeep Compass 2.0 Limited 4X4,Jeep,Jeep Compass 2,2017,70000,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 ,170 ,5.0,1950000,350Nm, 1750-2500rpm
Audi Q5 2.0 TDI,Audi,Audi Q5 2,2011,120000,Diesel,Individual,Automatic,First Owner,12.8 kmpl,1968 ,167.6 ,5.0,1300000,350Nm, 1750-2500rpm
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Toyota Innova 2.5,2010,155000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 ,102 ,8.0,786000,20.4, 1400-3400(kgm@ rpm)
Maruti Wagon R VXI BS IV,Maruti,Maruti Wagon R,2015,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,335000,90Nm, 3500rpm
Maruti Wagon R LXI Minor,Maruti,Maruti Wagon R,2009,60000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 ,67 ,5.0,114999,84Nm, 3500rpm
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Volkswagen Polo Diesel,2012,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.07 kmpl,1199 ,73.9 ,5.0,229999,180Nm, 2000rpm
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,Hyundai i20 2015-2017,2017,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.73 ,5.0,731000,219.7Nm, 1500-2750rpm
Hyundai Verna 1.6 SX,Hyundai,Hyundai Verna 1.6,2012,120000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 ,126.32 ,5.0,395000,259.8Nm, 1900-2750rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2015,120000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 ,74 ,5.0,500000,190Nm, 2000rpm
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2014,50000,Petrol,Individual,Manual,Third Owner,21.1 kmpl,814 ,55.2 ,5.0,220000,74.5Nm, 4000rpm
Ford Figo Diesel Celebration Edition,Ford,Ford Figo Diesel,2013,100000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 ,68.1 ,5.0,240000,160Nm, 2000rpm
Hyundai i20 1.4 CRDi Asta,Hyundai,Hyundai i20 1.4,2010,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 ,90 ,5.0,215000,22.4 kgm ,t 1750-2750rpm
Maruti Swift VDI,Maruti,Maruti Swift VDI,2012,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 ,74 ,5.0,400000,190Nm, 2000rpm
Maruti Zen Estilo VXI BSIV,Maruti,Maruti Zen Estilo,2012,90000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 ,67.1 ,5.0,191000,90Nm, 3500rpm
Mahindra Xylo D4 BSIII,Mahindra,Mahindra Xylo D4,2013,100000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2498 ,112 ,8.0,351000,260 Nm ,t 1800-2200 rpm
Tata Nano XTA,Tata,Tata Nano XTA,2015,20000,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 ,37.48 ,4.0,250000,51Nm, 4000rpm
Hyundai Verna CRDi SX ABS,Hyundai,Hyundai Verna CRDi,2009,90000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 ,110 ,5.0,210000,24," 1,900-2,750(kgm@ rpm)"
Toyota Etios VX,Toyota,Toyota Etios VX,2011,120000,Petrol,Individual,Manual,Third Owner,17.6 kmpl,1496 ,88.7 ,5.0,300000,132Nm, 3000rpm
Ford Figo Aspire 1.5 TDCi Trend,Ford,Ford Figo Aspire,2017,35000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 ,99 ,5.0,700000,215Nm, 1750-3000rpm
Hyundai Sonata CRDi M/T,Hyundai,Hyundai Sonata CRDi,2010,120000,Diesel,Individual,Manual,Second Owner,11.8 kmpl,1991 ,150 ,5.0,500000,32.1kgm, 2000rpm
Maruti 800 AC BSIII,Maruti,Maruti 800 AC,2002,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,120000,59Nm, 2500rpm
Hyundai Elite i20 Asta Option Diesel,Hyundai,Hyundai Elite i20,2019,10000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.76 ,5.0,850000,224nm, 1500-2750rpm
Mahindra Jeep CL 500 MDI,Mahindra,Mahindra Jeep CL,1994,100000,Diesel,Individual,Manual,Second Owner,,,,,120000,,
Honda WR-V i-DTEC VX,Honda,Honda WR-V i-DTEC,2017,65000,Diesel,Individual,Manual,Second Owner,25.5 kmpl,1498 ,98.6 ,5.0,770000,200Nm, 1750rpm
Honda Civic 1.8 S MT,Honda,Honda Civic 1.8,2007,90000,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 ,130 ,5.0,245000,172Nm, 4300rpm
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2012,90000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 ,67.1 ,5.0,250000,90Nm, 3500rpm
Hyundai i20 Active SX Diesel,Hyundai,Hyundai i20 Active,2016,42323,Diesel,Dealer,Manual,First Owner,21.19 kmpl,1396 ,88.76 ,5.0,651000,219.66nm, 1500-2750rpm
Honda City V MT,Honda,Honda City V,2013,42462,Petrol,Dealer,Manual,First Owner,16.8 kmpl,1497 ,116.3 ,5.0,480000,146Nm, 4800rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2015,54723,Diesel,Dealer,Manual,First Owner,25.2 kmpl,1248 ,74 ,5.0,470000,190Nm, 2000rpm
Honda Jazz 1.5 V i DTEC,Honda,Honda Jazz 1.5,2016,30000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 ,98.6 ,5.0,500000,200Nm, 1750rpm
BMW X1 sDrive20d M Sport,BMW,BMW X1 sDrive20d,2011,42545,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 ,190 ,5.0,1075000,400nm, 1750-2500rpm
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,Maruti S-Cross 2017-2020,2016,32000,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 ,88.5 ,5.0,690000,200Nm, 1750rpm
Maruti Swift Dzire VDI Optional,Maruti,Maruti Swift Dzire,2017,41232,Diesel,Dealer,Manual,First Owner,,,0,,589000,,
Maruti Swift Dzire VDI Optional,Maruti,Maruti Swift Dzire,2017,41232,Diesel,Dealer,Manual,First Owner,,,0,,589000,,
Maruti Ignis 1.2 Delta BSIV,Maruti,Maruti Ignis 1.2,2018,20375,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1197 ,81.80 ,5.0,480000,113Nm, 4200rpm
Maruti Swift ZDI Plus,Maruti,Maruti Swift ZDI,2013,43978,Diesel,Dealer,Manual,Second Owner,28.4 kmpl,1248 ,74 ,5.0,450000,190Nm, 2000rpm
Maruti Vitara Brezza VDi Option,Maruti,Maruti Vitara Brezza,2018,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,770000,200Nm, 1750rpm
Mahindra Bolero B4,Mahindra,Mahindra Bolero B4,2015,40200,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 ,74.96 ,7.0,445000,210nm, 1600-2200rpm
Hyundai i20 1.2 Asta Option,Hyundai,Hyundai i20 1.2,2018,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 ,81.83 ,5.0,700000,114.7Nm, 4000rpm
Maruti Ertiga ZDI,Maruti,Maruti Ertiga ZDI,2014,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.8 ,7.0,560000,200Nm, 1750rpm
Ford Ecosport Sports Diesel,Ford,Ford Ecosport Sports,2013,48000,Diesel,Dealer,Manual,Second Owner,21.7 kmpl,1498 ,98.96 ,5.0,475000,215Nm, 1750-2500rpm
Honda Amaze E Diesel BSIV,Honda,Honda Amaze E,2014,27233,Diesel,Dealer,Manual,First Owner,27.4 kmpl,1498 ,98.63 ,5.0,465000,200Nm, 1750rpm
Maruti Swift Dzire Tour LDI,Maruti,Maruti Swift Dzire,2017,28832,Diesel,Dealer,Manual,First Owner,23.4 kmpl,1248 ,74 ,5.0,520000,190Nm, 2000rpm
Tata Manza Aura Safire,Tata,Tata Manza Aura,2011,35000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1368 ,90 ,5.0,225000,116Nm, 4750rpm
Maruti Ertiga ZXI,Maruti,Maruti Ertiga ZXI,2015,35000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 ,93.7 ,7.0,700000,130Nm, 4000rpm
Maruti Vitara Brezza VDi,Maruti,Maruti Vitara Brezza,2017,40000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,780000,200Nm, 1750rpm
Honda City 2017-2020 GXi,Honda,Honda City 2017-2020,2006,80000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 ,78 ,5.0,93150,12.7," 2,700(kgm@ rpm)"
Mahindra Quanto C4,Mahindra,Mahindra Quanto C4,2016,30000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 ,100 ,7.0,403000,240Nm, 1600-2800rpm
Hyundai i10 Era,Hyundai,Hyundai i10 Era,2009,50000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 ,68.05 ,5.0,229999,99.04Nm, 4500rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2016,40000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,525000,190Nm, 2000rpm
Maruti Ertiga VXI,Maruti,Maruti Ertiga VXI,2014,25000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 ,93.7 ,7.0,560000,130Nm, 4000rpm
Mahindra XUV500 W7,Mahindra,Mahindra XUV500 W7,2020,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 ,152.87 ,7.0,830000,360Nm, 1750-2800rpm
Maruti Ritz VDi,Maruti,Maruti Ritz VDi,2011,60000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 ,73.9 ,5.0,250000,113Nm, 4500rpm
Mahindra Bolero 2011-2019 DI - AC BS III,Mahindra,Mahindra Bolero 2011-2019,2014,110000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 ,63 ,9.0,450000,180Nm, 1440-1500rpm
Mahindra Scorpio 1.99 S4,Mahindra,Mahindra Scorpio 1.99,2016,67000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 ,120 ,7.0,745000,280Nm, 1800-2800rpm
Ford Figo Diesel Titanium,Ford,Ford Figo Diesel,2010,50000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 ,68 ,5.0,144000,160Nm, 2000rpm
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Maruti Zen Estilo,2008,40000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 ,64 ,5.0,120000,84Nm, 3500rpm
Tata New Safari DICOR 2.2 EX 4x2,Tata,Tata New Safari,2008,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 ,138.1 ,7.0,300000,320Nm, 1700-2700rpm
Maruti 800 DX,Maruti,Maruti 800 DX,1999,100000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,52000,59Nm, 2500rpm
Mahindra Scorpio 2.6 CRDe,Mahindra,Mahindra Scorpio 2.6,2003,98000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 ,120 ,8.0,300000,290Nm, 1800-2800rpm
Mahindra Bolero DI DX 7 Seater,Mahindra,Mahindra Bolero DI,2009,150000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 ,63 ,7.0,270000,180 Nm ,t 1440-1500rpm
Chevrolet Sail LT ABS,Chevrolet,Chevrolet Sail LT,2014,38000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 ,74 ,5.0,260000,190Nm, 1750rpm
Toyota Etios GD,Toyota,Toyota Etios GD,2015,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 ,67.05 ,5.0,475000,170Nm, 1800-2400rpm
Ford Figo Diesel Titanium,Ford,Ford Figo Diesel,2011,103000,Diesel,Individual,Manual,Third Owner,20.0 kmpl,1399 ,68 ,5.0,302000,160Nm, 2000rpm
Maruti 800 AC,Maruti,Maruti 800 AC,1994,60000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 ,37 ,4.0,45000,59Nm, 2500rpm
Maruti Vitara Brezza VDi Option,Maruti,Maruti Vitara Brezza,2017,80000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 ,88.5 ,5.0,775000,200Nm, 1750rpm
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,50000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 ,88.76 ,7.0,700000,200Nm, 1750rpm
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,90000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 ,74 ,5.0,530000,190Nm, 2000rpm
Tata Nexon 1.5 Revotorq XZ Plus,Tata,Tata Nexon 1.5,2017,70000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 ,108.5 ,5.0,869999,260Nm, 1500-2750rpm
Hyundai Elantra CRDi,Hyundai,Hyundai Elantra CRDi,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.9 kmpl,1991 ,112.2 ,5.0,155000,25," 1,800-2,800(kgm@ rpm)"
Tata Tiago 1.2 Revotron XZA,Tata,Tata Tiago 1.2,2019,30000,Petrol,Individual,Automatic,First Owner,23.84 kmpl,1199 ,83.83 ,5.0,550000,114Nm, 3500rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2016,80000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,600000,190Nm, 2000rpm
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2012,110000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 ,73.9 ,5.0,430000,190Nm, 2000rpm
Tata Manza Aura (ABS) Quadrajet,Tata,Tata Manza Aura,2010,120000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 ,90 ,5.0,246000,200Nm, 1750-3000rpm
Maruti Zen VXi - BS III,Maruti,Maruti Zen VXi,2003,120000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 ,60 ,5.0,120000,78Nm, 4500rpm
Hyundai i20 Asta 1.2,Hyundai,Hyundai i20 Asta,2014,70000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 ,81.83 ,5.0,565000,114.7Nm, 4000rpm
Hyundai Elite i20 Asta Option Diesel,Hyundai,Hyundai Elite i20,2018,60000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 ,88.76 ,5.0,850000,224nm, 1500-2750rpm
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2006,90000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 ,46.3 ,5.0,160000,62Nm, 3000rpm
Fiat Linea Classic Plus 1.3 Multijet,Fiat,Fiat Linea Classic,2014,142500,Diesel,Individual,Manual,First Owner,19.5 kmpl,1248 ,75 ,5.0,325000,197Nm, 1750rpm
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,Mahindra Scorpio VLX,2011,90000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 ,120 ,8.0,450000,290Nm, 1800-2800rpm
Hyundai i10 Sportz 1.1L,Hyundai,Hyundai i10 Sportz,2015,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 ,68.05 ,5.0,310000,99.04Nm, 4500rpm
Honda Amaze S i-Dtech,Honda,Honda Amaze S,2013,90000,Diesel,Individual,Manual,Third Owner,25.8 kmpl,1498 ,98.6 ,5.0,250000,200Nm, 1750rpm
Maruti Swift Dzire LDI,Maruti,Maruti Swift Dzire,2015,115000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 ,74 ,5.0,420000,190Nm, 2000rpm
Hyundai i20 Sportz AT 1.4,Hyundai,Hyundai i20 Sportz,2013,150000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 ,98.6 ,5.0,330000,136.3Nm, 4200rpm
Maruti Swift VXI Optional,Maruti,Maruti Swift VXI,2015,68000,Petrol,Individual,Manual,Second Owner,20.4 kmpl,1197 ,81.80 ,5.0,405000,113Nm, 4200rpm
Mahindra Bolero 2011-2019 ZLX,Mahindra,Mahindra Bolero 2011-2019,2013,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 ,62.1 ,7.0,400000,195Nm, 1400-2200rpm
Honda City V AT,Honda,Honda City V,2010,110000,Petrol,Individual,Automatic,Third Owner,15.6 kmpl,1497 ,116.3 ,5.0,409999,146Nm, 4800rpm
Mahindra Bolero 2011-2019 SLX 2WD BSIII,Mahindra,Mahindra Bolero 2011-2019,2013,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 ,62.1 ,7.0,500000,195Nm, 1400-2200rpm
Mahindra XUV500 W8 4WD,Mahindra,Mahindra XUV500 W8,2011,80000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 ,140 ,7.0,590000,330Nm, 1600-2800rpm
Hyundai Santro Xing XS eRLX Euro III,Hyundai,Hyundai Santro Xing,2006,118000,Petrol,Individual,Manual,First Owner,,,,,80000,,
Hyundai i10 Era,Hyundai,Hyundai i10 Era,2007,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 ,68.05 ,5.0,135000,99.04Nm, 4500rpm
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2004,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 ,67.1 ,5.0,70000,90Nm, 3500rpm
Maruti 800 Std BSII,Maruti,Maruti 800 Std,2004,77000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 ,37 ,4.0,45000,59Nm, 2500rpm
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2018,35500,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 ,74.02 ,5.0,650000,190Nm, 2000rpm
Maruti Wagon R VXI Optional,Maruti,Maruti Wagon R,2018,17500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,400000,90Nm, 3500rpm
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2017,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 ,67.05 ,5.0,350000,90Nm, 3500rpm
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Hyundai Grand i10,2017,60000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 ,73.97 ,5.0,550000,190.24nm, 1750-2250rpm
Maruti Wagon R LXI Optional,Maruti,Maruti Wagon R,2016,25000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 ,67.04 ,5.0,350000,90Nm, 3500rpm
Maruti Swift Dzire LDI Optional,Maruti,Maruti Swift Dzire,2015,80000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 ,74 ,5.0,459999,190Nm, 2000rpm
Maruti Alto LXi,Maruti,Maruti Alto LXi,2012,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 ,46.3 ,5.0,185000,62Nm, 3000rpm
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Volkswagen Polo Diesel,2013,38000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 ,73.9 ,5.0,550000,180Nm, 2000rpm
Maruti Wagon R Duo Lxi,Maruti,Maruti Wagon R,2012,100000,LPG,Individual,Manual,Second Owner,26.2 km/kg,998 ,58.2 ,5.0,300000,77Nm, 3500rpm
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2012,60000,Petrol,Individual,Manual,Third Owner,,,,,175000,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Toyota Innova 2.5,2011,110000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 ,102 ,8.0,900000,20.4, 1400-3400(kgm@ rpm)
