name,Company,Car,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Maruti,Maruti SX4 S,2016,33500,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,825000
Mahindra Quanto C6,Mahindra,Mahindra Quanto C6,2012,70000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,250000
Toyota Etios Cross 1.2L G,Toyota,Toyota Etios Cross,2015,10000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1197 CC,78.8 bhp,104Nm@ 3100rpm,5,600000
Mahindra Scorpio S7 120,Mahindra,Mahindra Scorpio S7,2018,22053,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,1325000
Mahindra TUV 300 T8,Mahindra,Mahindra TUV 300,2016,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,770000
Chevrolet Optra Magnum 2.0 LS,Chevrolet,Chevrolet Optra Magnum,2011,78432,Diesel,Individual,Manual,First Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,415000
Hyundai Santa Fe 4X4,Hyundai,Hyundai Santa Fe,2011,125000,Diesel,Individual,Manual,Second Owner,14.66 kmpl,2199 CC,194.3 bhp,420.7Nm@ 1800-2500rpm,7,825000
Ford Aspire Trend Diesel BSIV,Ford,Ford Aspire Trend,2018,80000,Diesel,Individual,Manual,First Owner,26.1 kmpl,1498 CC,99.23 bhp,215Nm@ 1750-3000rpm,5,530000
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Toyota Innova 2.5,2006,270000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,425000
Honda Brio V MT,Honda,Honda Brio V,2012,50000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,310000
Tata Tiago 1.2 Revotron XZ,Tata,Tata Tiago 1.2,2017,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,390000
Hyundai Creta 1.6 VTVT E Plus,Hyundai,Hyundai Creta 1.6,2016,30000,Petrol,Individual,Manual,First Owner,15.29 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5,700000
Hyundai i10 Sportz 1.1L,Hyundai,Hyundai i10 Sportz,2010,70000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,200000
Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,Toyota Innova 2.5,2013,7200,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8,1050000
Honda City i DTEC SV,Honda,Honda City i,2014,97000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,580000
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2014,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,200000
Chevrolet Sail Hatchback Petrol LS ABS,Chevrolet,Chevrolet Sail Hatchback,2013,25000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,84.8 bhp,113Nm@ 5000rpm,5,245000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2010,94000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,210000
Maruti Baleno LXI,Maruti,Maruti Baleno LXI,2005,90000,Petrol,Individual,Manual,Second Owner,15.4 kmpl,1590 CC,94 bhp,130Nm@ 3000rpm,5,50000
Chevrolet Captiva 2.2 LTZ AWD,Chevrolet,Chevrolet Captiva 2.2,2012,50000,Diesel,Individual,Automatic,Second Owner,12.12 kmpl,2231 CC,184 bhp,424Nm@ 2000rpm,7,700000
Tata Bolt Quadrajet XE,Tata,Tata Bolt Quadrajet,2019,35000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,660000
Honda City i VTEC V,Honda,Honda City i,2015,117500,Petrol,Individual,Manual,Second Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,630000
Mahindra XUV500 W8 2WD,Mahindra,Mahindra XUV500 W8,2012,78500,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,950000
Hyundai i20 1.2 Asta Dual Tone,Hyundai,Hyundai i20 1.2,2018,8000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,740000
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,Ford,Ford Figo Aspire,2017,25000,Petrol,Individual,Manual,First Owner,18.12 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,570000
Hyundai Verna 1.6 SX,Hyundai,Hyundai Verna 1.6,2012,60000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,450000
Datsun RediGO 1.0 T Option,Datsun,Datsun RediGO 1,2019,10000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,390000
Ford Ikon 1.6 Nxt,Ford,Ford Ikon 1.6,2009,70000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5,180000
Tata Nano LX,Tata,Tata Nano LX,2015,60000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4,130000
Honda City 2017-2020 GXi,Honda,Honda City 2017-2020,2006,70000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,270000
Maruti 800 DX,Maruti,Maruti 800 DX,1997,25000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,60000
Hyundai Verna 1.6 Xi ABS,Hyundai,Hyundai Verna 1.6,2006,90000,Petrol,Individual,Manual,Third Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5,170000
Hyundai Creta 1.6 CRDi SX,Hyundai,Hyundai Creta 1.6,2015,90000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,978999
Tata Tiago 1.2 Revotron XM,Tata,Tata Tiago 1.2,2018,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,490000
Ford Fiesta Diesel Style,Ford,Ford Fiesta Diesel,2012,60000,Diesel,Individual,Manual,Second Owner,23.5 kmpl,1498 CC,88.7 bhp,204Nm@ 2000-2750rpm,5,280000
Tata Tiago 1.2 Revotron XM,Tata,Tata Tiago 1.2,2018,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,390000
Maruti Alto 800 VXI,Maruti,Maruti Alto 800,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,170000
Chevrolet Spark 1.0,Chevrolet,Chevrolet Spark 1,2008,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,45000
Maruti Ertiga SHVS VDI,Maruti,Maruti Ertiga SHVS,2016,80000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,640000
Mahindra Scorpio S2 9 Seater,Mahindra,Mahindra Scorpio S2,2015,110000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9,650000
Mahindra Scorpio LX,Mahindra,Mahindra Scorpio LX,2013,115717,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,500000
Ford Fusion Plus 1.4 TDCi Diesel,Ford,Ford Fusion Plus,2008,110000,Diesel,Individual,Manual,Second Owner,17.7 kmpl,1399 CC,68 bhp,"16@ 2,000(kgm@ rpm)",5,90000
Tata Aria Pure LX 4x2,Tata,Tata Aria Pure,2014,70000,Diesel,Individual,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7,480000
Maruti Swift VXI,Maruti,Maruti Swift VXI,2019,4000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,630000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2011,50000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,250000
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2016,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,330000
Hyundai i10 Magna,Hyundai,Hyundai i10 Magna,2009,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,180000
Hyundai i20 Magna,Hyundai,Hyundai i20 Magna,2010,50000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5,210000
Maruti Swift Dzire ZDI,Maruti,Maruti Swift Dzire,2016,55000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,550000
Tata Nexon 1.2 Revotron XZA Plus,Tata,Tata Nexon 1.2,2020,5000,Petrol,Individual,Automatic,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,950000
Mahindra Bolero 2011-2019 ZLX,Mahindra,Mahindra Bolero 2011-2019,2013,100000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,430000
Hyundai i10 Sportz,Hyundai,Hyundai i10 Sportz,2014,23000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,348000
Maruti Alto 800 LX,Maruti,Maruti Alto 800,2014,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,196000
Maruti Wagon R LXI Minor,Maruti,Maruti Wagon R,2010,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,150000
Hyundai Santro Xing XS eRLX Euro III,Hyundai,Hyundai Santro Xing,2005,82000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,90000
Maruti Wagon R LXI Minor,Maruti,Maruti Wagon R,2009,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5,150000
Tata Safari Storme VX Varicor 400,Tata,Tata Safari Storme,2019,100000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7,1250000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2015,90000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,600000
Tata Nano Lx BSIV,Tata,Tata Nano Lx,2010,26432,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4,65000
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2016,46702,Petrol,Dealer,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8,220000
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2016,46706,Petrol,Dealer,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8,220000
Tata Indica V2 eXeta GLS,Tata,Tata Indica V2,2006,53523,Petrol,Dealer,Manual,First Owner,16.84 kmpl,1193 CC,64.4 bhp,99.8Nm@ 2700rpm,5,110000
Chevrolet Beat Diesel LT,Chevrolet,Chevrolet Beat Diesel,2012,56365,Diesel,Dealer,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,175000
Chevrolet Spark 1.0 LT,Chevrolet,Chevrolet Spark 1,2011,49563,Petrol,Dealer,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5,160000
Maruti 800 Std BSIII,Maruti,Maruti 800 Std,2004,56432,Petrol,Dealer,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,65000
Maruti 800 AC,Maruti,Maruti 800 AC,2002,52365,Petrol,Dealer,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,60000
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2007,53512,Petrol,Dealer,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,120000
Hyundai Santro Xing XG,Hyundai,Hyundai Santro Xing,2005,53563,Petrol,Dealer,Manual,Second Owner,,,,,,110000
Mahindra Ssangyong Rexton RX7,Mahindra,Mahindra Ssangyong Rexton,2013,40000,Diesel,Individual,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7,1000000
Maruti Wagon R LXI BS IV,Maruti,Maruti Wagon R,2010,46533,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,220000
Maruti Omni E 8 Str STD,Maruti,Maruti Omni E,2005,59635,Petrol,Dealer,Manual,Second Owner,,,,,,105000
Maruti Omni 8 Seater BSIV,Maruti,Maruti Omni 8,2008,58632,Petrol,Dealer,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5,114999
Maruti Omni LPG STD BSIV,Maruti,Maruti Omni LPG,2008,58632,LPG,Dealer,Manual,Second Owner,,,,,,110000
Mahindra XUV500 AT W6 2WD,Mahindra,Mahindra XUV500 AT,2016,80000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,850000
Maruti Ertiga SHVS VDI,Maruti,Maruti Ertiga SHVS,2016,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7,750000
Renault KWID 1.0 RXT Optional,Renault,Renault KWID 1,2017,90000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,265000
Ford Classic 1.6 Duratec Titanium,Ford,Ford Classic 1.6,2014,110000,Petrol,Individual,Manual,Second Owner,14.09 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5,450000
Mahindra Quanto C6,Mahindra,Mahindra Quanto C6,2013,90000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,225000
Mahindra Scorpio S10 7 Seater,Mahindra,Mahindra Scorpio S10,2015,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,1125000
Maruti Swift VXI with ABS,Maruti,Maruti Swift VXI,2009,80000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5,270000
Maruti Alto LX,Maruti,Maruti Alto LX,2007,78000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,130000
Mahindra Bolero Power Plus SLE,Mahindra,Mahindra Bolero Power,2017,45000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7,660000
Maruti Alto K10 VXI,Maruti,Maruti Alto K10,2015,50000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,240000
Maruti Alto 800 LXI,Maruti,Maruti Alto 800,2017,58000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,275000
Toyota Innova 2.5 VX 8 STR BSIV,Toyota,Toyota Innova 2.5,2012,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,750000
Chevrolet Aveo U-VA 1.2,Chevrolet,Chevrolet Aveo U-VA,2007,30000,Petrol,Individual,Manual,Second Owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5,65000
Tata Safari Storme EX,Tata,Tata Safari Storme,2017,162000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,850000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2016,50000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,300000
Hyundai i20 1.2 Magna Executive,Hyundai,Hyundai i20 1.2,2018,25000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,555000
Mahindra Scorpio 1.99 S6 Plus,Mahindra,Mahindra Scorpio 1.99,2015,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7,825000
Hyundai Santro Xing GLS LPG,Hyundai,Hyundai Santro Xing,2010,70000,LPG,Individual,Manual,Third Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,150000
Maruti Swift Dzire VDi,Maruti,Maruti Swift Dzire,2009,138000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,185000
Hyundai i10 Magna,Hyundai,Hyundai i10 Magna,2010,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,180000
Maruti Alto LXi,Maruti,Maruti Alto LXi,2010,48000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,160000
Ford Endeavour 3.0L 4X2 AT,Ford,Ford Endeavour 3.0L,2012,110000,Diesel,Individual,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7,500000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,88000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,375000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Toyota Innova 2.5,2015,68000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,900000
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2017,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,459999
Renault Duster 85PS Diesel RxL,Renault,Renault Duster 85PS,2014,80000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,480000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,100000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,320000
Maruti Swift VDI,Maruti,Maruti Swift VDI,2013,96000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,370000
Hyundai Santro Xing Base,Hyundai,Hyundai Santro Xing,2005,123219,Petrol,Individual,Manual,Third Owner,,,,,,80000
Maruti Zen LX,Maruti,Maruti Zen LX,2002,30000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,75000
Maruti Ritz LDi,Maruti,Maruti Ritz LDi,2016,60000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,400000
Honda City 1.5 GXI CVT,Honda,Honda City 1.5,2005,90000,Petrol,Individual,Automatic,Second Owner,,,,,,250000
Maruti Swift VDI BSIV,Maruti,Maruti Swift VDI,2014,65000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,425000
Maruti Celerio ZXI,Maruti,Maruti Celerio ZXI,2014,48000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,325000
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2016,65300,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,350000
Hyundai i20 1.2 Asta Dual Tone,Hyundai,Hyundai i20 1.2,2018,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,600000
Chevrolet Beat Diesel,Chevrolet,Chevrolet Beat Diesel,2012,60000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,120000
Maruti Alto K10 2010-2014 VXI,Maruti,Maruti Alto K10,2012,70000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,200000
Maruti Alto LXi BSIII,Maruti,Maruti Alto LXi,2008,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,100000
Hyundai Grand i10 CRDi Asta,Hyundai,Hyundai Grand i10,2014,70000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,350000
Maruti Alto LXi,Maruti,Maruti Alto LXi,2006,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,85000
Maruti Alto K10 VXI Optional,Maruti,Maruti Alto K10,2019,10000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,399000
Hyundai Verna 1.6 CRDI,Hyundai,Hyundai Verna 1.6,2014,56000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,580000
Datsun RediGO T Option,Datsun,Datsun RediGO T,2017,30000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5,290000
Hyundai Grand i10 Magna,Hyundai,Hyundai Grand i10,2014,50000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,380000
Ford Figo Diesel EXI,Ford,Ford Figo Diesel,2010,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,200000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2018,40000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,390000
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyundai Grand i10,2017,27500,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,500000
Maruti Ertiga VDI,Maruti,Maruti Ertiga VDI,2012,73000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,520000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2017,75000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,650000
Renault KWID Climber 1.0 MT,Renault,Renault KWID Climber,2018,5000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,380000
Maruti Wagon R LXI LPG BSIV,Maruti,Maruti Wagon R,2010,50000,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5,275000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2015,70000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,520000
Maruti Swift Dzire VDI,Maruti,Maruti Swift Dzire,2015,60000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,610000
Maruti Wagon R LXI,Maruti,Maruti Wagon R,2004,110000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,85000
Renault Duster 85PS Diesel RxL Optional,Renault,Renault Duster 85PS,2013,95000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,490000
Hyundai EON Era Plus,Hyundai,Hyundai EON Era,2015,34000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,229999
Hyundai Grand i10 Sportz,Hyundai,Hyundai Grand i10,2015,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,411000
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,Maruti Eeco CNG,2019,120000,CNG,Individual,Manual,Second Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5,362000
Toyota Etios Cross 1.4L GD,Toyota,Toyota Etios Cross,2014,31000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5,550000
Maruti Wagon R LXI CNG,Maruti,Maruti Wagon R,2018,70000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5,459999
Maruti Ritz VXi (ABS) BS IV,Maruti,Maruti Ritz VXi,2011,47000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,190000
Hyundai Santro Magna AMT BSIV,Hyundai,Hyundai Santro Magna,2019,5000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5,499000
Maruti Eeco 7 Seater Standard BSIV,Maruti,Maruti Eeco 7,2018,44000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7,358000
Toyota Etios Diesel TRD Sportivo,Toyota,Toyota Etios Diesel,2012,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm,5,278000
Fiat Grande Punto EVO 1.3 Active,Fiat,Fiat Grande Punto,2014,39395,Diesel,Individual,Manual,First Owner,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,320000
Renault Fluence 1.5,Renault,Renault Fluence 1.5,2013,67000,Diesel,Individual,Manual,Second Owner,20.4 kmpl,1461 CC,108.5 bhp,240Nm@ 1850rpm,5,580000
Honda City VX CVT,Honda,Honda City VX,2019,20000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,1300000
Honda Amaze VX i-DTEC,Honda,Honda Amaze VX,2018,40000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,825000
